# Enhanced Poisson Multi-Bernoulli Tracking Log
# Input: D:\khenk\Downloads\parallel_run5_2025-12-20260128T124203Z-3-001\parallel_run5_2025-12\cam0_tile0_max_iqr2.0_down32.mp4
#
# frame, track_id, x, y, existence_prob, confidence, speed, age, detections
#================================================================================
374, 200, 20, 93, 0.9997, 0.8497, 1.0404, 13, 13
374, 201, 27, 62, 0.9997, 0.8914, 0.9573, 12, 12
374, 203, 98, 4, 0.9997, 0.8779, 2.0135, 8, 9
374, 205, 50, 14, 0.9997, 0.7998, 2.0149, 6, 7
375, 188, 26, 17, 0.9997, 1.0000, 0.7662, 29, 29
375, 189, 54, 118, 0.9997, 1.0000, 1.2312, 29, 29
375, 192, 39, 80, 0.9997, 1.0000, 2.2427, 25, 26
375, 200, 21, 94, 0.9997, 0.8914, 1.1999, 14, 14
375, 201, 28, 62, 0.9997, 0.9331, 0.9837, 13, 13
375, 203, 100, 5, 0.9997, 0.9178, 2.1356, 9, 10
375, 204, 7, 3, 0.9997, 0.8779, 1.0299, 8, 9
375, 205, 49, 14, 0.9997, 0.8384, 1.2998, 7, 8
375, 206, 117, 1, 0.9996, 0.7623, 0.9048, 5, 6
376, 188, 26, 18, 0.9997, 1.0000, 0.7863, 30, 30
376, 189, 55, 118, 0.9997, 1.0000, 1.0704, 30, 30
376, 192, 40, 80, 0.9997, 1.0000, 1.3059, 26, 27
376, 200, 22, 95, 0.9997, 0.9331, 1.4021, 15, 15
376, 201, 30, 62, 0.9997, 0.9747, 1.7639, 14, 14
376, 203, 102, 5, 0.9997, 0.9581, 2.0156, 10, 11
376, 204, 8, 3, 0.9997, 0.9178, 1.0417, 9, 10
376, 205, 48, 15, 0.9997, 0.8779, 1.2297, 8, 9
376, 206, 118, 0, 0.9997, 0.7998, 1.2389, 6, 7
377, 188, 27, 18, 0.9997, 1.0000, 0.7883, 31, 31
377, 189, 56, 119, 0.9997, 1.0000, 1.2631, 31, 31
377, 192, 41, 80, 0.9997, 1.0000, 0.9607, 27, 28
377, 203, 104, 6, 0.9997, 0.9986, 2.1361, 11, 12
377, 204, 9, 3, 0.9997, 0.9581, 1.0426, 10, 11
377, 206, 119, 0, 0.9997, 0.8384, 0.9978, 7, 8
378, 188, 27, 19, 0.9997, 1.0000, 0.7910, 32, 32
378, 189, 57, 119, 0.9997, 1.0000, 1.0313, 32, 32
378, 192, 44, 79, 0.9996, 1.0000, 2.5714, 28, 29
378, 203, 106, 6, 0.9997, 1.0000, 2.0156, 12, 13
378, 204, 10, 3, 0.9997, 0.9986, 1.0171, 11, 12
378, 207, 7, 96, 0.9997, 0.7623, 1.2931, 5, 6
379, 188, 29, 20, 0.9996, 1.0000, 1.8228, 33, 33
379, 189, 58, 119, 0.9997, 1.0000, 0.9976, 33, 33
379, 192, 45, 79, 0.9997, 1.0000, 1.5924, 29, 30
379, 203, 108, 6, 0.9997, 1.0000, 2.0000, 13, 14
379, 204, 11, 4, 0.9997, 1.0000, 1.2486, 12, 13
379, 207, 9, 96, 0.9997, 0.7998, 1.7485, 6, 7
380, 188, 29, 20, 0.9996, 1.0000, 0.6090, 34, 34
380, 189, 58, 120, 0.9997, 1.0000, 0.7595, 34, 34
380, 192, 47, 78, 0.9997, 1.0000, 1.9253, 30, 31
380, 203, 111, 7, 0.9997, 1.0000, 2.8567, 14, 15
380, 204, 12, 4, 0.9997, 1.0000, 1.0394, 13, 14
380, 207, 10, 96, 0.9997, 0.8384, 1.2508, 7, 8
381, 188, 29, 21, 0.9997, 1.0000, 0.7223, 35, 35
381, 189, 59, 120, 0.9997, 1.0000, 0.7607, 35, 35
381, 192, 48, 78, 0.9997, 1.0000, 1.2358, 31, 32
381, 203, 113, 7, 0.9997, 1.0000, 2.3086, 15, 16
381, 204, 13, 4, 0.9997, 1.0000, 0.9991, 14, 15
381, 207, 12, 96, 0.9997, 0.8779, 1.7501, 8, 9
381, 209, 98, 120, 0.9996, 0.7623, 2.5135, 5, 6
382, 188, 30, 21, 0.9997, 1.0000, 0.7191, 36, 36
382, 189, 60, 120, 0.9997, 1.0000, 1.0001, 36, 36
382, 192, 50, 78, 0.9997, 1.0000, 1.7323, 32, 33
382, 203, 115, 7, 0.9997, 1.0000, 2.0000, 16, 17
382, 204, 14, 5, 0.9997, 1.0000, 1.2336, 15, 16
382, 207, 14, 96, 0.9997, 0.9178, 2.0140, 9, 10
382, 209, 98, 121, 0.9996, 0.7997, 1.4025, 6, 7
383, 188, 30, 22, 0.9997, 1.0000, 0.7928, 37, 37
383, 189, 61, 121, 0.9997, 1.0000, 1.2692, 37, 37
383, 192, 52, 76, 0.9996, 1.0000, 2.5016, 33, 34
383, 203, 118, 8, 0.9997, 1.0000, 2.8159, 17, 18
383, 204, 15, 5, 0.9997, 1.0000, 1.0374, 16, 17
383, 207, 15, 96, 0.9997, 0.9580, 1.2779, 10, 11
383, 209, 99, 122, 0.9997, 0.8384, 1.2274, 7, 8
384, 188, 30, 23, 0.9997, 1.0000, 1.0155, 38, 38
384, 189, 62, 121, 0.9997, 1.0000, 1.0532, 38, 38
384, 192, 53, 76, 0.9996, 1.0000, 1.4011, 34, 35
384, 203, 120, 8, 0.9997, 1.0000, 2.2922, 18, 19
384, 204, 16, 5, 0.9997, 1.0000, 1.0001, 17, 18
384, 207, 16, 96, 0.9997, 0.9986, 0.9582, 11, 12
384, 209, 100, 123, 0.9997, 0.8779, 1.3530, 8, 9
385, 188, 30, 24, 0.9997, 1.0000, 1.0433, 39, 39
385, 192, 55, 75, 0.9997, 1.0000, 1.8852, 35, 36
385, 203, 122, 9, 0.9997, 1.0000, 2.1409, 19, 20
385, 204, 17, 5, 0.9997, 1.0000, 1.0008, 18, 19
385, 207, 19, 95, 0.9996, 1.0000, 2.5867, 12, 13
385, 209, 102, 124, 0.9997, 0.9178, 2.0420, 9, 10
386, 188, 31, 24, 0.9997, 1.0000, 0.7900, 40, 40
386, 189, 64, 122, 0.9996, 1.0000, 1.6382, 40, 40
386, 192, 57, 75, 0.9997, 1.0000, 2.0102, 36, 37
386, 203, 125, 9, 0.9997, 1.0000, 2.7353, 20, 21
386, 204, 18, 6, 0.9997, 1.0000, 1.2491, 19, 20
386, 209, 103, 125, 0.9997, 0.9581, 1.6464, 10, 11
387, 188, 31, 25, 0.9997, 1.0000, 0.7651, 41, 41
387, 189, 65, 122, 0.9997, 1.0000, 1.3201, 41, 41
387, 192, 59, 74, 0.9997, 1.0000, 2.1675, 37, 38
387, 203, 127, 9, 0.9997, 1.0000, 2.2765, 21, 22
387, 204, 19, 6, 0.9997, 1.0000, 1.0417, 20, 21
387, 208, 111, 65, 0.9996, 0.7510, 1.3474, 13, 12
387, 209, 104, 126, 0.9997, 0.9986, 1.4176, 11, 12
388, 188, 31, 26, 0.9997, 1.0000, 0.9976, 42, 42
388, 189, 66, 123, 0.9997, 1.0000, 1.2925, 42, 42
388, 192, 60, 74, 0.9997, 1.0000, 1.2761, 38, 39
388, 204, 20, 6, 0.9997, 1.0000, 1.0000, 21, 22
388, 209, 105, 127, 0.9997, 1.0000, 1.3841, 12, 13
389, 188, 31, 27, 0.9997, 1.0000, 1.0426, 43, 43
389, 189, 67, 123, 0.9997, 1.0000, 1.0058, 43, 43
389, 192, 62, 73, 0.9997, 1.0000, 1.8666, 39, 40
389, 204, 21, 6, 0.9997, 1.0000, 1.0009, 22, 23
389, 208, 110, 65, 0.9997, 0.8347, 0.8763, 15, 14
389, 211, 117, 95, 0.9997, 0.7623, 1.4537, 5, 6
390, 188, 32, 28, 0.9997, 1.0000, 1.2617, 44, 44
390, 189, 68, 124, 0.9997, 1.0000, 1.2362, 44, 44
390, 192, 64, 73, 0.9997, 1.0000, 2.0135, 40, 41
390, 204, 22, 6, 0.9997, 1.0000, 1.0001, 23, 24
390, 208, 113, 67, 0.9992, 0.8762, 3.0843, 16, 15
391, 188, 32, 27, 0.9996, 1.0000, 0.6030, 45, 45
391, 189, 69, 124, 0.9997, 1.0000, 1.0283, 45, 45
391, 192, 65, 73, 0.9997, 1.0000, 1.2779, 41, 42
391, 204, 23, 7, 0.9997, 1.0000, 1.2583, 24, 25
392, 188, 32, 29, 0.9996, 1.0000, 1.1780, 46, 46
392, 189, 69, 125, 0.9997, 1.0000, 0.7866, 46, 46
392, 192, 67, 72, 0.9997, 1.0000, 1.8695, 42, 43
392, 200, 40, 110, 0.9997, 0.7875, 1.4446, 31, 28
392, 204, 24, 7, 0.9997, 1.0000, 1.0424, 25, 26
393, 188, 33, 30, 0.9997, 1.0000, 1.4792, 47, 47
393, 189, 70, 125, 0.9997, 1.0000, 0.7519, 47, 47
393, 192, 69, 71, 0.9997, 1.0000, 2.2552, 43, 44
393, 200, 41, 111, 0.9997, 0.8287, 1.4150, 32, 29
393, 204, 25, 7, 0.9997, 1.0000, 1.0000, 26, 27
393, 207, 32, 94, 0.9997, 0.7664, 1.9987, 20, 20
394, 188, 33, 31, 0.9997, 1.0000, 1.1196, 48, 48
394, 189, 71, 126, 0.9997, 1.0000, 1.2501, 48, 48
394, 192, 71, 71, 0.9997, 1.0000, 2.0611, 44, 45
394, 200, 43, 112, 0.9997, 0.8698, 2.0254, 33, 30
394, 204, 26, 7, 0.9997, 1.0000, 1.0009, 27, 28
394, 207, 33, 94, 0.9997, 0.8081, 1.2765, 21, 21
395, 188, 34, 31, 0.9997, 1.0000, 0.7966, 49, 49
395, 189, 72, 126, 0.9997, 1.0000, 1.0720, 49, 49
395, 192, 73, 70, 0.9997, 1.0000, 2.1414, 45, 46
395, 200, 44, 113, 0.9997, 0.9110, 1.6323, 34, 31
395, 204, 27, 8, 0.9997, 1.0000, 1.2485, 28, 29
395, 207, 35, 94, 0.9997, 0.8498, 1.7237, 22, 22
396, 188, 34, 33, 0.9996, 1.0000, 1.4775, 50, 50
396, 189, 73, 127, 0.9997, 1.0000, 1.2630, 50, 50
396, 192, 74, 70, 0.9997, 1.0000, 1.2580, 46, 47
396, 204, 28, 8, 0.9997, 1.0000, 1.0417, 29, 30
396, 207, 37, 94, 0.9997, 0.8914, 2.0001, 23, 23
397, 188, 35, 36, 0.9996, 1.0000, 2.9128, 51, 51
397, 189, 74, 127, 0.9997, 1.0000, 1.0308, 51, 51
397, 192, 76, 69, 0.9997, 1.0000, 1.8626, 47, 48
397, 204, 29, 8, 0.9997, 1.0000, 1.0000, 30, 31
397, 207, 38, 94, 0.9997, 0.9331, 1.2764, 24, 24
398, 192, 78, 68, 0.9997, 1.0000, 2.2422, 48, 49
398, 204, 31, 8, 0.9997, 1.0000, 1.7644, 31, 32
398, 207, 40, 94, 0.9997, 0.9747, 1.7236, 25, 25
399, 192, 79, 68, 0.9997, 1.0000, 1.3087, 49, 50
399, 204, 32, 8, 0.9997, 1.0000, 1.2919, 32, 33
399, 207, 41, 94, 0.9997, 1.0000, 1.2361, 26, 26
400, 192, 81, 67, 0.9997, 1.0000, 1.8697, 50, 51
400, 204, 33, 9, 0.9997, 1.0000, 1.2583, 33, 34
400, 207, 43, 93, 0.9997, 1.0000, 1.9081, 27, 27
401, 192, 83, 66, 0.9997, 1.0000, 2.2357, 51, 52
401, 207, 45, 93, 0.9997, 1.0000, 2.0364, 28, 28
402, 192, 85, 66, 0.9997, 1.0000, 2.0588, 52, 53
402, 204, 35, 9, 0.9996, 1.0000, 1.4559, 35, 36
402, 207, 47, 93, 0.9997, 1.0000, 2.0426, 29, 29
403, 192, 87, 66, 0.9997, 1.0000, 2.0157, 53, 54
403, 204, 36, 9, 0.9997, 1.0000, 1.2925, 36, 37
403, 207, 49, 93, 0.9997, 1.0000, 2.0145, 30, 30
403, 215, 7, 94, 0.9997, 0.7623, 1.7897, 5, 6
404, 192, 89, 65, 0.9997, 1.0000, 2.1217, 54, 55
404, 204, 37, 10, 0.9997, 1.0000, 1.2848, 37, 38
404, 207, 50, 93, 0.9997, 1.0000, 1.2353, 31, 31
404, 215, 8, 94, 0.9997, 0.7998, 1.2498, 6, 7
405, 192, 90, 65, 0.9997, 1.0000, 1.2644, 55, 56
405, 204, 39, 10, 0.9997, 1.0000, 1.7628, 38, 39
405, 207, 51, 93, 0.9997, 1.0000, 0.9419, 32, 32
405, 215, 10, 95, 0.9997, 0.8384, 1.8835, 7, 8
406, 192, 92, 64, 0.9997, 1.0000, 1.8714, 56, 57
406, 204, 40, 10, 0.9997, 1.0000, 1.2755, 39, 40
406, 207, 54, 93, 0.9996, 1.0000, 2.4714, 33, 33
406, 213, 41, 37, 0.9997, 0.7664, 1.0203, 11, 11
406, 215, 11, 95, 0.9997, 0.8779, 1.2791, 8, 9
407, 192, 94, 64, 0.9997, 1.0000, 2.0159, 57, 58
407, 204, 41, 10, 0.9997, 1.0000, 0.9984, 40, 41
407, 207, 56, 92, 0.9997, 1.0000, 2.4565, 34, 34
407, 213, 41, 38, 0.9997, 0.8081, 0.7824, 12, 12
407, 215, 13, 95, 0.9997, 0.9178, 1.7501, 9, 10
408, 192, 96, 63, 0.9997, 1.0000, 2.1755, 58, 59
408, 204, 42, 10, 0.9997, 1.0000, 0.9590, 41, 42
408, 213, 42, 39, 0.9997, 0.8498, 1.2455, 13, 13
408, 215, 14, 95, 0.9997, 0.9581, 1.2507, 10, 11
409, 192, 97, 63, 0.9997, 1.0000, 1.2769, 59, 60
409, 204, 43, 11, 0.9997, 1.0000, 1.2462, 42, 43
409, 215, 16, 95, 0.9997, 0.9986, 1.7501, 11, 12
410, 192, 99, 62, 0.9997, 1.0000, 1.8655, 60, 61
410, 204, 44, 11, 0.9997, 1.0000, 1.0425, 43, 44
410, 213, 43, 40, 0.9997, 0.9331, 1.0407, 15, 15
410, 215, 17, 95, 0.9997, 1.0000, 1.2500, 12, 13
411, 192, 101, 62, 0.9997, 1.0000, 2.0132, 61, 62
411, 204, 46, 11, 0.9997, 1.0000, 1.7662, 44, 45
411, 213, 44, 41, 0.9997, 0.9747, 1.4246, 16, 16
411, 215, 19, 95, 0.9997, 1.0000, 1.7500, 13, 14
412, 192, 103, 61, 0.9997, 1.0000, 2.1751, 62, 63
412, 204, 47, 12, 0.9997, 1.0000, 1.4803, 45, 46
412, 213, 45, 41, 0.9997, 1.0000, 1.0785, 17, 17
412, 215, 20, 95, 0.9997, 1.0000, 1.2500, 14, 15
413, 192, 105, 60, 0.9997, 1.0000, 2.2569, 63, 64
413, 204, 48, 12, 0.9997, 1.0000, 1.0372, 46, 47
413, 215, 22, 97, 0.9996, 1.0000, 2.3231, 15, 16
414, 204, 49, 12, 0.9997, 1.0000, 0.9573, 47, 48
414, 213, 46, 41, 0.9997, 1.0000, 0.7095, 19, 19
414, 215, 23, 97, 0.9997, 1.0000, 1.3795, 16, 17
414, 223, 18, 14, 0.9997, 0.7623, 4.7221, 5, 6
415, 204, 51, 12, 0.9997, 1.0000, 1.7481, 48, 49
415, 207, 70, 92, 0.9997, 0.7617, 2.0149, 42, 41
415, 213, 47, 42, 0.9997, 1.0000, 1.2472, 20, 20
415, 215, 24, 97, 0.9997, 1.0000, 0.9861, 17, 18
415, 219, 110, 106, 0.9997, 0.7664, 6.2518, 10, 10
415, 223, 21, 17, 0.9997, 0.7998, 4.2614, 6, 7
416, 204, 52, 13, 0.9997, 1.0000, 1.4930, 49, 50
416, 207, 72, 92, 0.9997, 0.8032, 1.9995, 43, 42
416, 213, 47, 43, 0.9997, 1.0000, 1.0939, 21, 21
416, 215, 26, 97, 0.9997, 1.0000, 1.7242, 18, 19
416, 219, 108, 111, 0.9997, 0.8081, 5.5517, 11, 11
416, 223, 24, 20, 0.9997, 0.8385, 4.1799, 7, 8
417, 204, 53, 13, 0.9997, 1.0000, 1.0440, 50, 51
417, 207, 74, 92, 0.9997, 0.8446, 1.9977, 44, 43
417, 213, 47, 42, 0.9996, 1.0000, 0.4707, 22, 22
417, 215, 28, 97, 0.9997, 1.0000, 2.0421, 19, 20
417, 219, 107, 116, 0.9997, 0.8497, 5.0840, 12, 12
417, 223, 27, 23, 0.9997, 0.8779, 4.2159, 8, 9
418, 204, 54, 13, 0.9997, 1.0000, 0.9583, 51, 52
418, 207, 75, 92, 0.9997, 0.8861, 1.2353, 45, 44
418, 213, 49, 44, 0.9996, 1.0000, 1.8958, 23, 23
418, 215, 29, 97, 0.9997, 1.0000, 1.2926, 20, 21
418, 219, 106, 120, 0.9997, 0.8914, 4.2901, 13, 13
418, 223, 31, 27, 0.9997, 0.9178, 5.3220, 9, 10
419, 204, 56, 13, 0.9997, 1.0000, 1.7482, 52, 53
419, 207, 77, 92, 0.9997, 0.9276, 1.7082, 46, 45
419, 213, 49, 45, 0.9997, 1.0000, 1.4082, 24, 24
419, 215, 31, 98, 0.9997, 1.0000, 1.8873, 21, 22
419, 219, 104, 126, 0.9996, 0.9330, 5.7233, 14, 14
419, 223, 34, 30, 0.9997, 0.9580, 4.6588, 10, 11
419, 226, 117, 56, 0.9996, 0.7622, 3.3941, 5, 6
420, 204, 57, 13, 0.9997, 1.0000, 1.2918, 53, 54
420, 207, 79, 92, 0.9997, 0.9691, 2.0001, 47, 46
420, 213, 50, 45, 0.9997, 1.0000, 0.8295, 25, 25
420, 215, 33, 98, 0.9997, 1.0000, 2.0191, 22, 23
420, 223, 38, 34, 0.9997, 0.9986, 5.3245, 11, 12
421, 204, 58, 14, 0.9997, 1.0000, 1.2602, 54, 55
421, 207, 81, 91, 0.9997, 1.0000, 2.1807, 48, 47
421, 215, 34, 98, 0.9997, 1.0000, 1.2755, 23, 24
421, 223, 42, 38, 0.9997, 1.0000, 5.6755, 12, 13
421, 228, 35, 122, 0.9997, 0.7623, 1.5726, 5, 6
422, 204, 59, 14, 0.9997, 1.0000, 1.0025, 55, 56
422, 207, 83, 91, 0.9997, 1.0000, 2.0373, 49, 48
422, 213, 51, 47, 0.9996, 1.0000, 1.6298, 27, 27
422, 215, 36, 98, 0.9997, 1.0000, 1.7241, 24, 25
422, 223, 46, 42, 0.9997, 1.0000, 5.7125, 13, 14
422, 228, 36, 121, 0.9997, 0.7998, 1.4376, 6, 7
423, 204, 61, 14, 0.9997, 1.0000, 1.7477, 56, 57
423, 207, 85, 91, 0.9997, 1.0000, 2.0000, 50, 49
423, 213, 52, 51, 0.9994, 1.0000, 4.5010, 28, 28
423, 215, 38, 97, 0.9997, 1.0000, 2.1469, 25, 26
423, 223, 49, 45, 0.9997, 1.0000, 4.5950, 14, 15
423, 230, 29, 8, 0.9995, 0.7622, 9.2457, 5, 6
424, 204, 62, 14, 0.9997, 1.0000, 1.2924, 57, 58
424, 207, 87, 91, 0.9997, 1.0000, 1.9981, 51, 50
424, 215, 39, 97, 0.9997, 1.0000, 1.3094, 26, 27
424, 223, 53, 49, 0.9997, 1.0000, 5.2432, 15, 16
425, 204, 63, 15, 0.9997, 1.0000, 1.2504, 58, 59
425, 207, 89, 91, 0.9997, 1.0000, 1.9992, 52, 51
425, 215, 40, 98, 0.9997, 1.0000, 1.2281, 27, 28
426, 204, 65, 15, 0.9997, 1.0000, 1.7468, 59, 60
426, 207, 91, 91, 0.9997, 1.0000, 2.0000, 53, 52
426, 215, 42, 98, 0.9997, 1.0000, 1.7408, 28, 29
426, 229, 11, 39, 0.9997, 0.7664, 1.3015, 9, 9
427, 204, 67, 15, 0.9997, 1.0000, 2.0395, 60, 61
427, 207, 93, 91, 0.9997, 1.0000, 2.0001, 54, 53
427, 215, 44, 99, 0.9997, 1.0000, 2.1844, 29, 30
427, 229, 13, 40, 0.9997, 0.8081, 1.9174, 10, 10
428, 204, 68, 15, 0.9997, 1.0000, 1.2923, 61, 62
428, 207, 95, 91, 0.9997, 1.0000, 2.0001, 55, 54
428, 215, 45, 100, 0.9997, 1.0000, 1.6434, 30, 31
428, 229, 14, 39, 0.9996, 0.8497, 1.3529, 11, 11
429, 204, 69, 15, 0.9997, 1.0000, 0.9599, 62, 63
429, 207, 97, 91, 0.9997, 1.0000, 2.0000, 56, 55
429, 215, 47, 100, 0.9997, 1.0000, 1.7460, 31, 32
429, 229, 15, 40, 0.9997, 0.8914, 1.0860, 12, 12
430, 204, 71, 15, 0.9997, 1.0000, 1.7060, 63, 64
430, 207, 99, 90, 0.9997, 1.0000, 2.1409, 57, 56
430, 215, 48, 101, 0.9997, 1.0000, 1.4288, 32, 33
430, 229, 17, 41, 0.9997, 0.9330, 1.9977, 13, 13
431, 204, 72, 15, 0.9997, 1.0000, 1.2755, 64, 65
431, 207, 101, 90, 0.9997, 1.0000, 2.0212, 58, 57
431, 213, 85, 81, 0.9996, 0.7609, 7.4531, 36, 35
431, 215, 50, 100, 0.9996, 1.0000, 1.8257, 33, 34
431, 229, 18, 41, 0.9997, 0.9747, 1.3173, 14, 14
432, 204, 74, 15, 0.9997, 1.0000, 1.7662, 65, 66
432, 207, 102, 90, 0.9997, 1.0000, 1.2361, 59, 58
432, 213, 90, 86, 0.9997, 0.8024, 7.3165, 37, 36
432, 215, 52, 100, 0.9997, 1.0000, 2.0386, 34, 35
432, 223, 56, 53, 0.9996, 0.7664, 0.5574, 23, 23
432, 229, 20, 42, 0.9997, 1.0000, 1.9130, 15, 15
432, 232, 87, 16, 0.9997, 0.7664, 2.0207, 10, 10
433, 204, 75, 15, 0.9997, 1.0000, 1.2525, 66, 67
433, 207, 105, 90, 0.9996, 1.0000, 2.4725, 60, 59
433, 213, 96, 91, 0.9997, 0.8438, 7.6673, 38, 37
433, 215, 53, 101, 0.9996, 1.0000, 1.4694, 35, 36
433, 223, 58, 55, 0.9996, 0.8080, 1.9062, 24, 24
433, 229, 21, 43, 0.9997, 1.0000, 1.6015, 16, 16
433, 232, 87, 18, 0.9997, 0.8081, 2.0208, 11, 11
434, 204, 77, 15, 0.9997, 1.0000, 1.7486, 67, 68
434, 207, 107, 90, 0.9997, 1.0000, 2.2919, 61, 60
434, 213, 101, 96, 0.9997, 0.8853, 7.2601, 39, 38
434, 214, 86, 30, 0.9997, 1.0000, 0.7639, 37, 37
434, 215, 55, 101, 0.9997, 1.0000, 1.7520, 36, 37
434, 223, 58, 55, 0.9996, 0.8497, 0.7458, 25, 25
434, 229, 22, 43, 0.9997, 1.0000, 1.0219, 17, 17
434, 232, 88, 20, 0.9997, 0.8498, 2.1640, 12, 12
434, 240, 14, 52, 0.9997, 0.7623, 0.7788, 5, 6
435, 204, 78, 16, 0.9997, 1.0000, 1.4642, 68, 69
435, 207, 109, 90, 0.9997, 1.0000, 2.0426, 62, 61
435, 213, 107, 102, 0.9997, 0.9268, 8.1379, 40, 39
435, 214, 87, 30, 0.9996, 1.0000, 0.4721, 38, 38
435, 215, 57, 101, 0.9997, 1.0000, 1.9992, 37, 38
435, 223, 59, 56, 0.9997, 0.8914, 1.0892, 26, 26
435, 229, 23, 44, 0.9997, 1.0000, 1.1996, 18, 18
435, 232, 88, 21, 0.9997, 0.8914, 1.2730, 13, 13
436, 204, 80, 16, 0.9997, 1.0000, 1.7740, 69, 70
436, 207, 111, 90, 0.9997, 1.0000, 1.9737, 63, 62
436, 213, 113, 108, 0.9997, 0.9683, 8.5319, 41, 40
436, 215, 57, 102, 0.9996, 1.0000, 0.8866, 38, 39
436, 223, 60, 56, 0.9997, 0.9331, 0.9986, 27, 27
436, 229, 25, 45, 0.9997, 1.0000, 2.0155, 19, 19
436, 232, 89, 23, 0.9997, 0.9331, 1.8647, 14, 14
437, 204, 82, 16, 0.9997, 1.0000, 2.0140, 70, 71
437, 207, 113, 89, 0.9997, 1.0000, 2.1261, 64, 63
437, 213, 119, 114, 0.9997, 1.0000, 8.5538, 42, 41
437, 214, 88, 30, 0.9997, 1.0000, 0.8065, 40, 40
437, 215, 60, 102, 0.9996, 1.0000, 2.2128, 39, 40
437, 223, 61, 56, 0.9997, 0.9747, 1.0267, 28, 28
437, 229, 26, 46, 0.9997, 1.0000, 1.6594, 20, 20
437, 232, 89, 24, 0.9997, 0.9747, 1.2592, 15, 15
437, 243, 13, 97, 0.9996, 0.7622, 2.5865, 5, 6
438, 204, 83, 17, 0.9997, 1.0000, 1.4675, 71, 72
438, 207, 115, 89, 0.9997, 1.0000, 2.0188, 65, 64
438, 213, 125, 120, 0.9997, 1.0000, 8.5046, 43, 42
438, 214, 87, 30, 0.9996, 1.0000, 0.4984, 41, 41
438, 215, 62, 102, 0.9997, 1.0000, 2.2918, 40, 41
438, 223, 62, 57, 0.9997, 1.0000, 1.2435, 29, 29
438, 229, 27, 47, 0.9997, 1.0000, 1.4268, 21, 21
438, 232, 90, 26, 0.9997, 1.0000, 1.9042, 16, 16
438, 243, 14, 97, 0.9997, 0.7998, 1.5894, 6, 7
439, 204, 85, 17, 0.9997, 1.0000, 1.7440, 72, 73
439, 207, 117, 89, 0.9997, 1.0000, 2.0015, 66, 65
439, 215, 63, 102, 0.9997, 1.0000, 1.3196, 41, 42
439, 223, 63, 57, 0.9997, 1.0000, 1.0397, 30, 30
439, 229, 28, 48, 0.9997, 1.0000, 1.3850, 22, 22
439, 232, 91, 27, 0.9997, 1.0000, 1.6114, 17, 17
439, 243, 16, 98, 0.9997, 0.8384, 1.9186, 7, 8
440, 204, 87, 17, 0.9997, 1.0000, 1.9992, 73, 74
440, 207, 119, 89, 0.9997, 1.0000, 2.0014, 67, 66
440, 214, 89, 29, 0.9996, 1.0000, 1.6681, 43, 43
440, 215, 65, 103, 0.9997, 1.0000, 1.8551, 42, 43
440, 223, 64, 58, 0.9997, 1.0000, 1.2582, 31, 31
440, 229, 29, 49, 0.9997, 1.0000, 1.4011, 23, 23
440, 243, 18, 99, 0.9997, 0.8779, 2.2186, 8, 9
441, 204, 89, 18, 0.9997, 1.0000, 2.1648, 74, 75
441, 207, 121, 89, 0.9997, 1.0000, 2.0002, 68, 67
441, 214, 93, 28, 0.9996, 1.0000, 3.8160, 44, 44
441, 215, 67, 103, 0.9997, 1.0000, 2.0051, 43, 44
441, 223, 65, 58, 0.9997, 1.0000, 1.0304, 32, 32
441, 229, 30, 50, 0.9997, 1.0000, 1.4135, 24, 24
441, 243, 19, 99, 0.9997, 0.9178, 1.2903, 9, 10
442, 204, 90, 18, 0.9997, 1.0000, 1.2817, 75, 76
442, 207, 123, 89, 0.9997, 1.0000, 1.9999, 69, 68
442, 215, 68, 102, 0.9996, 1.0000, 1.4843, 44, 45
442, 223, 66, 58, 0.9997, 1.0000, 1.0000, 33, 33
442, 229, 31, 51, 0.9997, 1.0000, 1.4159, 25, 25
442, 243, 21, 100, 0.9997, 0.9580, 1.8666, 10, 11
442, 247, 3, 82, 0.9997, 0.7623, 0.7901, 5, 6
443, 204, 92, 18, 0.9997, 1.0000, 1.7082, 76, 77
443, 207, 126, 89, 0.9997, 1.0000, 2.7639, 70, 69
443, 215, 71, 103, 0.9996, 1.0000, 2.5259, 45, 46
443, 223, 67, 58, 0.9997, 1.0000, 1.0010, 34, 34
443, 229, 32, 52, 0.9997, 1.0000, 1.4149, 26, 26
443, 243, 23, 101, 0.9997, 0.9986, 2.2370, 11, 12
443, 247, 4, 83, 0.9997, 0.7998, 1.2612, 6, 7
444, 204, 94, 18, 0.9997, 1.0000, 1.9982, 77, 78
444, 223, 68, 57, 0.9997, 1.0000, 1.2670, 35, 35
444, 229, 33, 54, 0.9997, 1.0000, 2.0277, 27, 27
444, 243, 25, 101, 0.9997, 1.0000, 2.0599, 12, 13
445, 204, 96, 19, 0.9997, 1.0000, 2.1746, 78, 79
445, 223, 69, 57, 0.9997, 1.0000, 1.0415, 36, 36
445, 229, 34, 55, 0.9997, 1.0000, 1.6335, 28, 28
445, 243, 26, 102, 0.9997, 1.0000, 1.4458, 13, 14
445, 247, 5, 83, 0.9997, 0.8779, 0.7223, 8, 9
446, 204, 97, 19, 0.9997, 1.0000, 1.2859, 79, 80
446, 223, 70, 57, 0.9997, 1.0000, 1.0000, 37, 37
